organism,mol_type,strain,serotype,db_xref,accession,country,host,segment,collection_date,isolation_source,isolate,note,lab_host,lat_lon,collection_year,collection_month,collection_day,flu_season
Influenza A virus (A/Ontario/213/2016(H1N1)),viral cRNA,A/Ontario/213/2016,H1N1,taxon:2007652,MF195561.1,Canada: Ontario,Homo sapiens,4,2016-03-28,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,28.0,2015-2016
Influenza A virus (A/Ontario/211/2016(H1N1)),viral cRNA,A/Ontario/211/2016,H1N1,taxon:2007650,MF195559.1,Canada: Ontario,Homo sapiens,4,2016-03-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,26.0,2015-2016
Influenza A virus (A/Ontario/210/2016(H1N1)),viral cRNA,A/Ontario/210/2016,H1N1,taxon:2007649,MF195558.1,Canada: Ontario,Homo sapiens,4,2016-03-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,26.0,2015-2016
Influenza A virus (A/Ontario/212/2016(H1N1)),viral cRNA,A/Ontario/212/2016,H1N1,taxon:2007651,MF195560.1,Canada: Ontario,Homo sapiens,4,2016-03-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,26.0,2015-2016
Influenza A virus (A/Ontario/214/2016(H1N1)),viral cRNA,A/Ontario/214/2016,H1N1,taxon:2007653,MF195562.1,Canada: Ontario,Homo sapiens,4,2016-03-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,24.0,2015-2016
Influenza A virus (A/Ontario/208/2016(H1N1)),viral cRNA,A/Ontario/208/2016,H1N1,taxon:2007647,MF195556.1,Canada: Ontario,Homo sapiens,4,2016-03-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,24.0,2015-2016
Influenza A virus (A/Ontario/209/2016(H1N1)),viral cRNA,A/Ontario/209/2016,H1N1,taxon:2007648,MF195557.1,Canada: Ontario,Homo sapiens,4,2016-03-23,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,23.0,2015-2016
Influenza A virus (A/Ontario/215/2016(H1N1)),viral cRNA,A/Ontario/215/2016,H1N1,taxon:2007654,MF195563.1,Canada: Ontario,Homo sapiens,4,2016-03-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,22.0,2015-2016
Influenza A virus (A/Ontario/205/2016(H1N1)),viral cRNA,A/Ontario/205/2016,H1N1,taxon:2007644,MF195553.1,Canada: Ontario,Homo sapiens,4,2016-03-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,22.0,2015-2016
Influenza A virus (A/Ontario/206/2016(H1N1)),viral cRNA,A/Ontario/206/2016,H1N1,taxon:2007645,MF195554.1,Canada: Ontario,Homo sapiens,4,2016-03-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,22.0,2015-2016
Influenza A virus (A/Ontario/207/2016(H1N1)),viral cRNA,A/Ontario/207/2016,H1N1,taxon:2007646,MF195555.1,Canada: Ontario,Homo sapiens,4,2016-03-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,22.0,2015-2016
Influenza A virus (A/Ontario/204/2016(H1N1)),viral cRNA,A/Ontario/204/2016,H1N1,taxon:2007643,MF195552.1,Canada: Ontario,Homo sapiens,4,2016-03-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,22.0,2015-2016
Influenza A virus (A/Ontario/200/2016(H1N1)),viral cRNA,A/Ontario/200/2016,H1N1,taxon:2007639,MF195548.1,Canada: Ontario,Homo sapiens,4,2016-03-21,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,21.0,2015-2016
Influenza A virus (A/Ontario/199/2016(H1N1)),viral cRNA,A/Ontario/199/2016,H1N1,taxon:2007638,MF195547.1,Canada: Ontario,Homo sapiens,4,2016-03-21,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,21.0,2015-2016
Influenza A virus (A/Ontario/203/2016(H1N1)),viral cRNA,A/Ontario/203/2016,H1N1,taxon:2007642,MF195551.1,Canada: Ontario,Homo sapiens,4,2016-03-18,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,18.0,2015-2016
Influenza A virus (A/Ontario/202/2016(H1N1)),viral cRNA,A/Ontario/202/2016,H1N1,taxon:2007641,MF195550.1,Canada: Ontario,Homo sapiens,4,2016-03-17,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,17.0,2015-2016
Influenza A virus (A/Ontario/194/2016(H1N1)),viral cRNA,A/Ontario/194/2016,H1N1,taxon:2007635,MF195545.1,Canada: Ontario,Homo sapiens,4,2016-03-16,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,16.0,2015-2016
Influenza A virus (A/Ontario/192/2016(H1N1)),viral cRNA,A/Ontario/192/2016,H1N1,taxon:2007634,MF195544.1,Canada: Ontario,Homo sapiens,4,2016-03-16,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,16.0,2015-2016
Influenza A virus (A/Ontario/190/2016(H1N1)),viral cRNA,A/Ontario/190/2016,H1N1,taxon:2007632,MF195542.1,Canada: Ontario,Homo sapiens,4,2016-03-16,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,16.0,2015-2016
Influenza A virus (A/Ontario/223/2016(H1N1)),viral cRNA,A/Ontario/223/2016,H1N1,taxon:2007662,MF195571.1,Canada: Ontario,Homo sapiens,4,2016-03-15,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,15.0,2015-2016
Influenza A virus (A/Ontario/201/2016(H1N1)),viral cRNA,A/Ontario/201/2016,H1N1,taxon:2007640,MF195549.1,Canada: Ontario,Homo sapiens,4,2016-03-15,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,15.0,2015-2016
Influenza A virus (A/Ontario/191/2016(H1N1)),viral cRNA,A/Ontario/191/2016,H1N1,taxon:2007633,MF195543.1,Canada: Ontario,Homo sapiens,4,2016-03-15,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,15.0,2015-2016
Influenza A virus (A/Ontario/186/2016(H1N1)),viral cRNA,A/Ontario/186/2016,H1N1,taxon:2007629,MF195539.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/189/2016(H1N1)),viral cRNA,A/Ontario/189/2016,H1N1,taxon:2007631,MF195541.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/183/2016(H1N1)),viral cRNA,A/Ontario/183/2016,H1N1,taxon:2007627,MF195537.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/184/2016(H1N1)),viral cRNA,A/Ontario/184/2016,H1N1,taxon:2007628,MF195538.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/188/2016(H1N1)),viral cRNA,A/Ontario/188/2016,H1N1,taxon:2007630,MF195540.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/180/2016(H1N1)),viral cRNA,A/Ontario/180/2016,H1N1,taxon:2007624,MF195534.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/195/2016(H1N1)),viral cRNA,A/Ontario/195/2016,H1N1,taxon:2007636,MF195546.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/196/2016(H3N2)),viral cRNA,A/Ontario/196/2016,H3N2,taxon:2007637,MF195737.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/174/2016(H1N1)),viral cRNA,A/Ontario/174/2016,H1N1,taxon:2007621,MF195531.1,Canada: Ontario,Homo sapiens,4,2016-03-14,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,14.0,2015-2016
Influenza A virus (A/Ontario/172/2016(H1N1)),viral cRNA,A/Ontario/172/2016,H1N1,taxon:2007619,MF195529.1,Canada: Ontario,Homo sapiens,4,2016-03-12,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,12.0,2015-2016
Influenza A virus (A/Ontario/182/2016(H1N1)),viral cRNA,A/Ontario/182/2016,H1N1,taxon:2007626,MF195536.1,Canada: Ontario,Homo sapiens,4,2016-03-11,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,11.0,2015-2016
Influenza A virus (A/Ontario/241/2016(H1N1)),viral cRNA,A/Ontario/241/2016,H1N1,taxon:2007678,MF195585.1,Canada: Ontario,Homo sapiens,4,2016-03-11,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,11.0,2015-2016
Influenza A virus (A/Ontario/173/2016(H1N1)),viral cRNA,A/Ontario/173/2016,H1N1,taxon:2007620,MF195530.1,Canada: Ontario,Homo sapiens,4,2016-03-11,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,11.0,2015-2016
Influenza A virus (A/Ontario/171/2016(H1N1)),viral cRNA,A/Ontario/171/2016,H1N1,taxon:2007618,MF195528.1,Canada: Ontario,Homo sapiens,4,2016-03-11,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,11.0,2015-2016
Influenza A virus (A/Ontario/161/2016(H1N1)),viral cRNA,A/Ontario/161/2016,H1N1,taxon:2007609,MF195519.1,Canada: Ontario,Homo sapiens,4,2016-03-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,10.0,2015-2016
Influenza A virus (A/Ontario/167/2016(H1N1)),viral cRNA,A/Ontario/167/2016,H1N1,taxon:2007614,MF195524.1,Canada: Ontario,Homo sapiens,4,2016-03-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,10.0,2015-2016
Influenza A virus (A/Ontario/181/2016(H1N1)),viral cRNA,A/Ontario/181/2016,H1N1,taxon:2007625,MF195535.1,Canada: Ontario,Homo sapiens,4,2016-03-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,10.0,2015-2016
Influenza A virus (A/Ontario/166/2016(H1N1)),viral cRNA,A/Ontario/166/2016,H1N1,taxon:2007613,MF195523.1,Canada: Ontario,Homo sapiens,4,2016-03-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,10.0,2015-2016
Influenza A virus (A/Ontario/163/2016(H1N1)),viral cRNA,A/Ontario/163/2016,H1N1,taxon:2007611,MF195521.1,Canada: Ontario,Homo sapiens,4,2016-03-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,10.0,2015-2016
Influenza A virus (A/Ontario/177/2016(H1N1)),viral cRNA,A/Ontario/177/2016,H1N1,taxon:2007622,MF195532.1,Canada: Ontario,Homo sapiens,4,2016-03-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,10.0,2015-2016
Influenza A virus (A/Ontario/179/2016(H1N1)),viral cRNA,A/Ontario/179/2016,H1N1,taxon:2007623,MF195533.1,Canada: Ontario,Homo sapiens,4,2016-03-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,10.0,2015-2016
Influenza A virus (A/Ontario/169/2016(H1N1)),viral cRNA,A/Ontario/169/2016,H1N1,taxon:2007616,MF195526.1,Canada: Ontario,Homo sapiens,4,2016-03-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,9.0,2015-2016
Influenza A virus (A/Ontario/170/2016(H1N1)),viral cRNA,A/Ontario/170/2016,H1N1,taxon:2007617,MF195527.1,Canada: Ontario,Homo sapiens,4,2016-03-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,9.0,2015-2016
Influenza A virus (A/Ontario/164/2016(H1N1)),viral cRNA,A/Ontario/164/2016,H1N1,taxon:2007612,MF195522.1,Canada: Ontario,Homo sapiens,4,2016-03-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,9.0,2015-2016
Influenza A virus (A/Ontario/149/2016(H1N1)),viral cRNA,A/Ontario/149/2016,H1N1,taxon:2007599,MF195509.1,Canada: Ontario,Homo sapiens,4,2016-03-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,9.0,2015-2016
Influenza A virus (A/Ontario/160/2016(H1N1)),viral cRNA,A/Ontario/160/2016,H1N1,taxon:2007608,MF195518.1,Canada: Ontario,Homo sapiens,4,2016-03-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,9.0,2015-2016
Influenza A virus (A/Ontario/168/2016(H1N1)),viral cRNA,A/Ontario/168/2016,H1N1,taxon:2007615,MF195525.1,Canada: Ontario,Homo sapiens,4,2016-03-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,9.0,2015-2016
Influenza A virus (A/Ontario/153/2016(H1N1)),viral cRNA,A/Ontario/153/2016,H1N1,taxon:2007603,MF195513.1,Canada: Ontario,Homo sapiens,4,2016-03-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,9.0,2015-2016
Influenza A virus (A/Ontario/144/2016(H3N2)),viral cRNA,A/Ontario/144/2016,H3N2,taxon:2007594,MF195736.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/151/2016(H1N1)),viral cRNA,A/Ontario/151/2016,H1N1,taxon:2007601,MF195511.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/152/2016(H1N1)),viral cRNA,A/Ontario/152/2016,H1N1,taxon:2007602,MF195512.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/155/2016(H1N1)),viral cRNA,A/Ontario/155/2016,H1N1,taxon:2007605,MF195515.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/157/2016(H1N1)),viral cRNA,A/Ontario/157/2016,H1N1,taxon:2007607,MF195517.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/147/2016(H1N1)),viral cRNA,A/Ontario/147/2016,H1N1,taxon:2007597,MF195507.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/156/2016(H1N1)),viral cRNA,A/Ontario/156/2016,H1N1,taxon:2007606,MF195516.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/162/2016(H1N1)),viral cRNA,A/Ontario/162/2016,H1N1,taxon:2007610,MF195520.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/148/2016(H1N1)),viral cRNA,A/Ontario/148/2016,H1N1,taxon:2007598,MF195508.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/150/2016(H1N1)),viral cRNA,A/Ontario/150/2016,H1N1,taxon:2007600,MF195510.1,Canada: Ontario,Homo sapiens,4,2016-03-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,8.0,2015-2016
Influenza A virus (A/Ontario/135/2016(H1N1)),viral cRNA,A/Ontario/135/2016,H1N1,taxon:2007587,MF195498.1,Canada: Ontario,Homo sapiens,4,2016-03-07,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,7.0,2015-2016
Influenza A virus (A/Ontario/146/2016(H1N1)),viral cRNA,A/Ontario/146/2016,H1N1,taxon:2007596,MF195506.1,Canada: Ontario,Homo sapiens,4,2016-03-07,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,7.0,2015-2016
Influenza A virus (A/Ontario/143/2016(H1N1)),viral cRNA,A/Ontario/143/2016,H1N1,taxon:2007593,MF195504.1,Canada: Ontario,Homo sapiens,4,2016-03-07,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,7.0,2015-2016
Influenza A virus (A/Ontario/145/2016(H1N1)),viral cRNA,A/Ontario/145/2016,H1N1,taxon:2007595,MF195505.1,Canada: Ontario,Homo sapiens,4,2016-03-07,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,7.0,2015-2016
Influenza A virus (A/Ontario/136/2016(H1N1)),viral cRNA,A/Ontario/136/2016,H1N1,taxon:2007588,MF195499.1,Canada: Ontario,Homo sapiens,4,2016-03-07,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,7.0,2015-2016
Influenza A virus (A/Ontario/141/2016(H1N1)),viral cRNA,A/Ontario/141/2016,H1N1,taxon:2007591,MF195502.1,Canada: Ontario,Homo sapiens,4,2016-03-06,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,6.0,2015-2016
Influenza A virus (A/Ontario/134/2016(H1N1)),viral cRNA,A/Ontario/134/2016,H1N1,taxon:2007586,MF195497.1,Canada: Ontario,Homo sapiens,4,2016-03-06,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,6.0,2015-2016
Influenza A virus (A/Ontario/140/2016(H1N1)),viral cRNA,A/Ontario/140/2016,H1N1,taxon:2007590,MF195501.1,Canada: Ontario,Homo sapiens,4,2016-03-05,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,5.0,2015-2016
Influenza A virus (A/Ontario/133/2016(H1N1)),viral cRNA,A/Ontario/133/2016,H1N1,taxon:2007585,MF195496.1,Canada: Ontario,Homo sapiens,4,2016-03-05,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,5.0,2015-2016
Influenza A virus (A/Ontario/139/2016(H1N1)),viral cRNA,A/Ontario/139/2016,H1N1,taxon:2007589,MF195500.1,Canada: Ontario,Homo sapiens,4,2016-03-04,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,4.0,2015-2016
Influenza A virus (A/Ontario/154/2016(H1N1)),viral cRNA,A/Ontario/154/2016,H1N1,taxon:2007604,MF195514.1,Canada: Ontario,Homo sapiens,4,2016-03-04,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,4.0,2015-2016
Influenza A virus (A/Ontario/131/2016(H1N1)),viral cRNA,A/Ontario/131/2016,H1N1,taxon:2007583,MF195494.1,Canada: Ontario,Homo sapiens,4,2016-03-04,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,4.0,2015-2016
Influenza A virus (A/Ontario/129/2016(H1N1)),viral cRNA,A/Ontario/129/2016,H1N1,taxon:2007582,MF195493.1,Canada: Ontario,Homo sapiens,4,2016-03-03,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,3.0,2015-2016
Influenza A virus (A/Ontario/142/2016(H1N1)),viral cRNA,A/Ontario/142/2016,H1N1,taxon:2007592,MF195503.1,Canada: Ontario,Homo sapiens,4,2016-03-03,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,3.0,2015-2016
Influenza A virus (A/Ontario/132/2016(H1N1)),viral cRNA,A/Ontario/132/2016,H1N1,taxon:2007584,MF195495.1,Canada: Ontario,Homo sapiens,4,2016-03-03,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,3.0,2015-2016
Influenza A virus (A/Ontario/127/2016(H1N1)),viral cRNA,A/Ontario/127/2016,H1N1,taxon:2007581,MF195492.1,Canada: Ontario,Homo sapiens,4,2016-03-02,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,2.0,2015-2016
Influenza A virus (A/Ontario/126/2016(H1N1)),viral cRNA,A/Ontario/126/2016,H1N1,taxon:2007580,MF195491.1,Canada: Ontario,Homo sapiens,4,2016-03-02,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,2.0,2015-2016
Influenza A virus (A/Ontario/125/2016(H1N1)),viral cRNA,A/Ontario/125/2016,H1N1,taxon:2007579,MF195490.1,Canada: Ontario,Homo sapiens,4,2016-03-02,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,2.0,2015-2016
Influenza A virus (A/Ontario/123/2016(H1N1)),viral cRNA,A/Ontario/123/2016,H1N1,taxon:2007578,MF195489.1,Canada: Ontario,Homo sapiens,4,2016-03-02,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,2.0,2015-2016
Influenza A virus (A/Ontario/122/2016(H1N1)),viral cRNA,A/Ontario/122/2016,H1N1,taxon:2007577,MF195488.1,Canada: Ontario,Homo sapiens,4,2016-03-02,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,2.0,2015-2016
Influenza A virus (A/Ontario/114/2016(H1N1)),viral cRNA,A/Ontario/114/2016,H1N1,taxon:2007569,MF195480.1,Canada: Ontario,Homo sapiens,4,2016-03-02,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,2.0,2015-2016
Influenza A virus (A/Ontario/119/2016(H1N1)),viral cRNA,A/Ontario/119/2016,H1N1,taxon:2007574,MF195485.1,Canada: Ontario,Homo sapiens,4,2016-03-01,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,1.0,2015-2016
Influenza A virus (A/Ontario/110/2016(H1N1)),viral cRNA,A/Ontario/110/2016,H1N1,taxon:2007565,MF195476.1,Canada: Ontario,Homo sapiens,4,2016-03-01,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,1.0,2015-2016
Influenza A virus (A/Ontario/240/2016(H1N1)),viral cRNA,A/Ontario/240/2016,H1N1,taxon:2007677,MF195584.1,Canada: Ontario,Homo sapiens,4,2016-03-01,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,1.0,2015-2016
Influenza A virus (A/Ontario/239/2016(H1N1)),viral cRNA,A/Ontario/239/2016,H1N1,taxon:2007676,MF195583.1,Canada: Ontario,Homo sapiens,4,2016-03-01,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,1.0,2015-2016
Influenza A virus (A/Ontario/107/2016(H1N1)),viral cRNA,A/Ontario/107/2016,H1N1,taxon:2007562,MF195473.1,Canada: Ontario,Homo sapiens,4,2016-03-01,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,1.0,2015-2016
Influenza A virus (A/Ontario/104/2016(H1N1)),viral cRNA,A/Ontario/104/2016,H1N1,taxon:2007559,MF195470.1,Canada: Ontario,Homo sapiens,4,2016-03-01,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,1.0,2015-2016
Influenza A virus (A/Ontario/118/2016(H1N1)),viral cRNA,A/Ontario/118/2016,H1N1,taxon:2007573,MF195484.1,Canada: Ontario,Homo sapiens,4,2016-03-01,nasopharyngeal wash,,passage details: original specimen,,,2016.0,3.0,1.0,2015-2016
Influenza A virus (A/Ontario/121/2016(H1N1)),viral cRNA,A/Ontario/121/2016,H1N1,taxon:2007576,MF195487.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/099/2016(H1N1)),viral cRNA,A/Ontario/099/2016,H1N1,taxon:2007554,MF195465.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/105/2016(H1N1)),viral cRNA,A/Ontario/105/2016,H1N1,taxon:2007560,MF195471.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/106/2016(H1N1)),viral cRNA,A/Ontario/106/2016,H1N1,taxon:2007561,MF195472.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/108/2016(H1N1)),viral cRNA,A/Ontario/108/2016,H1N1,taxon:2007563,MF195474.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/120/2016(H1N1)),viral cRNA,A/Ontario/120/2016,H1N1,taxon:2007575,MF195486.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/109/2016(H1N1)),viral cRNA,A/Ontario/109/2016,H1N1,taxon:2007564,MF195475.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/117/2016(H1N1)),viral cRNA,A/Ontario/117/2016,H1N1,taxon:2007572,MF195483.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/116/2016(H1N1)),viral cRNA,A/Ontario/116/2016,H1N1,taxon:2007571,MF195482.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/112/2016(H1N1)),viral cRNA,A/Ontario/112/2016,H1N1,taxon:2007567,MF195478.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/111/2016(H1N1)),viral cRNA,A/Ontario/111/2016,H1N1,taxon:2007566,MF195477.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/115/2016(H1N1)),viral cRNA,A/Ontario/115/2016,H1N1,taxon:2007570,MF195481.1,Canada: Ontario,Homo sapiens,4,2016-02-29,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,29.0,2015-2016
Influenza A virus (A/Ontario/102/2016(H1N1)),viral cRNA,A/Ontario/102/2016,H1N1,taxon:2007557,MF195468.1,Canada: Ontario,Homo sapiens,4,2016-02-27,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,27.0,2015-2016
Influenza A virus (A/Ontario/097/2016(H1N1)),viral cRNA,A/Ontario/097/2016,H1N1,taxon:2007552,MF195463.1,Canada: Ontario,Homo sapiens,4,2016-02-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,26.0,2015-2016
Influenza A virus (A/Ontario/103/2016(H1N1)),viral cRNA,A/Ontario/103/2016,H1N1,taxon:2007558,MF195469.1,Canada: Ontario,Homo sapiens,4,2016-02-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,26.0,2015-2016
Influenza A virus (A/Ontario/101/2016(H1N1)),viral cRNA,A/Ontario/101/2016,H1N1,taxon:2007556,MF195467.1,Canada: Ontario,Homo sapiens,4,2016-02-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,26.0,2015-2016
